LABEL	state_id	item_index	lexical_identity	target_phonology	S0_freear_predicted_phonology	divergence_step	diag_prefix_correction_label	diag_prefix_correction_corrected_predicted_phonology	diag_prefix_correction_corrected_exact	diag_prefix_correction_corrected_second_divergence_step	diag_prefix_correction_corrected_terminated_by_cap
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9457	altimetry	AE L T IH M AH T R IY	AE L T ER AH M OY	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AE L T IH M AH T R IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9514	ameliorate	AH M IY L Y ER EY T	AH M IY L Y AH N EY T	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AH M IY L Y ER EY T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9515	amen	EY M EH N	EY M EH N T	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	EY M EH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9543	ammeter	AE M IY T ER	AY D ER AA N T AY M	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AE M IY T ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9558	amon	AA M AO N	AE M AO N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AA M AO N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9563	amorphous	AH M AO R F AH S	AH M AO R AH L AH	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AH M AO R F AH L	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9578	amplify	AE M P L AH F AY	AE K CH UW EY T	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AE M P L AH F AY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9605	analytic	AE N AH L IH T IH K	AE N AH L IH T IH K S	8	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AE N AH L IH T IH K	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9631	andalusian	AE N D AH L UW SH AH N	AH F AO R D IH NG	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AE N AH M AH L	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9722	annexation	AE N EH K S EY SH AH N	OW V ER AO N IH T IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AE B N IY ZH AH N	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9749	anselm	AE N S EH L M	AE N T R IH S T	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AE N S EH L M	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9795	antitank	AE N T IY T AE NG K	AE N T IY AH M	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AE N T IY T AE NG K	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9841	aplenty	AH P L EH N T IY	AH P L AY Z	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AH P L EH N T IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9865	apparatchik	AE P ER AE CH IH K	OW P ER OW K EY IH S T	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AE P ER AE CH IH K	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9968	archival	AA R K AY V AH L	AA R K AY V IH JH	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AA R K AY V AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9977	arduino	AA R D W IY N OW	AA R N IY AA N OW	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AA R D IY N OW	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9992	argyle	AA R G AY L	AE NG G L ER IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AA R G AY L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	9993	argyll	AA R G AY L	AE NG G L ER IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AA R G AY L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10004	aristotle	EH R AH S T AA T AH L	EH F AH L UW T	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	EH R AH S T	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10132	asphalt	AE S F AO L T	AE S T R EY AH L	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AE S F AO L T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10287	augustine	AA G AH S T IY N	AH B AA TH AH S IY N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AA G AH S T IY N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10340	avalon	AE V AH L AA N	AE S T R AH	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AE V AH L AA N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10366	avowedly	AH V AW AH D L IY	AH V AW AH B L IH NG	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AH V AW AH D L IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10398	ayrshire	EY ER SH AY ER	EY V ER N AY Z	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	EY ER SH AY ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10402	aztec	AE Z T EH K	EH Z AH S AY D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	AE Z T EH K S	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10405	baalbek	B AA L B EH K	B AA L IY B	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AA L B EH K	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10415	babushka	B AH B UH SH K AH	B IH L AH K AE N	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AH L AA B IY	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10443	backhanded	B AE K HH AE N D IH D	B UH K M EY K	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AE K HH AE N D IH D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10480	badman	B AE D M AH N	D UW AH L	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AE D M AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10525	balata	B AE L AH T AH	B AE L AH W EY	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AE L AH T AH	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10588	bandicoot	B AE N D IH K UW T	B AE N D IH SH	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AE N D IH K UW T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10591	bandleader	B AE N D L IY D ER	B ER D R EH S ER	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AE N D L IY D ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10648	barclays	B AA R K L IY Z	B AA R K L EY	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AA R K L IY Z	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10727	basilica	B AH S IH L IH K AH	B AH S IH L AH	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AH S IH L IH K AH	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10847	bedbug	B EH D B AH G	B AH M B IY G AH S	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B EH D B AH G	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10853	bedevil	B IH D EH V AH L	B AH N T M IH K	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B IH D EH V AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	10855	bedlam	B EH D L AH M	B EH D AH L	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B EH D L AH M	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11062	bethune	B AH TH Y UW N	B AH TH R UW	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AH TH Y UW N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11091	bialy	B IY AA L IY	B AO L IY	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B IY AA L IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11146	billionaire	B IH L Y AH N EH R	B IH L D AH K	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B IH L Y AH N EH R	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11147	billionth	B IH L Y AH N TH	B AY M	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B IH L Y AH N TH S	0	7	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11169	biogen	B AY OW JH EH N	B AY N AH S	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AY OW JH EH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11181	biosphere	B AY OW S F IH R	B AY OW L EH F AH K	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AY OW S F IH R	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11208	birthrate	B ER TH R EY T	B IH L AH T	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B ER IH SH AH N	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11209	birthright	B ER TH R AY T	B ER T R EY JH	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B ER TH R AY T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11230	bittersweet	B IH T ER S W IY T	B IH T ER S	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B IH T ER S W ER T	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11233	bituminous	B IH T UW M AH N AH S	B IH T AY L	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B IH T UW M AH N AH S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11236	biweekly	B AY W IY K L IY	B OW N EY T	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AY W EY K	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11259	blackwell	B L AE K W EH L	B AE TH L IH N	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B L AE K W EH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11260	blackwood	B L AE K W UH D	B AH V AH N T	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B L AE K W UH D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11360	blowhard	B L OW HH AA R D	B L OW ER	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B L OW HH AA R D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11398	blurt	B L ER T	B L IH DH ER	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B L ER T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11401	bluster	B L AH S T ER	B AH S T ER	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B L AH S T ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11437	bodkin	B AA D K IH N	B AA D K AH N	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AA D K IH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11601	boswell	B AA Z W EH L	HH IH M AH L EH K SH AH N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B IH Z AH N	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11639	bourgeoisie	B UH R ZH W AA Z IY	B UH R IH T IY	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B UH R ZH W AA Z IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11761	breakneck	B R EY K N EH K	G R AH N T AW N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B R EY K N EH K	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11800	brethren	B R EH DH R AH N	B R UH K L AY N	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B R EH DH R AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11838	brigadier	B R IH G AH D IH R	R IH B AO R D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B R IH G AH D	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11863	britannia	B R IH T AE N IY AH	B R IH T AE N IY	7	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B R IH T AE N IY AH	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	11964	bucket	B AH K AH T	B AH T AH L	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AH K AH T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12043	bummed	B AH M D	B AH T ER D	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AH M D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12085	burgomaster	B ER G AH M AE S T ER	B ER G AH M	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B ER G AH M AE S T ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12181	byzantium	B AH Z AE N T IY AH M	B AH HH AY AH T AH N	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	B AH Z AE N T IY AH M	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12217	cadmium	K AE D M IY AH M	K AW ER ER	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AE D Z M AH N	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12268	caliph	K AE L AH F	K AE L AH M AO R	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AE L AH F	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12278	calligraphy	K AH L IH G R AH F IY	K AH L IH G AH M	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AH L IH G R AH F IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12288	calumny	K AE L AH M N IY	K AE L AH M N AH S	6	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AE L AH M N IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12352	cannabis	K AE N AH B AH S	K AE N AH B AH L	6	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AE N AH B AH S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12373	cantaloupe	K AE N T AH L OW P	K AE T AH L	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AE N T AH L OW P	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12374	cantata	K AE N T AA T AH	M AA N T EH S IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AE N T EH L AH	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12379	canto	K AE N T OW	K AE N T IY Y IY	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AE N T OW	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12381	cantonal	K AE N T AH N AH L	M AE N T IH L AH	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AE N T IH N AH M IY	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12388	canvass	K AE N V AH S	L AE K W AO L	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AE N ER	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12453	cardholder	K AA R D HH OW L D ER	K AA R D W ER K	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AA R D HH OW L D ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12459	cardozo	K AA R D OW Z OW	K AA R D OW	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AA R D OW Z	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12468	careless	K EH R L AH S	K AA R L AH N T	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K EH R AH L AH N T	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12475	caribou	K EH R IH B UW	K OW B UW T	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K EH R IH B UW	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12481	carjacker	K AA R JH AE K ER	K AA G IY V AH	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AA R JH AE K	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12482	carjacking	K AA R JH AE K IH NG	K AA R N OW	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AA R JH OW N	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12556	cartwright	K AA R T R AY T	K AA R T R AY L	6	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AA R T R AY T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12567	cascades	K AE S K EY D Z	K OW AH N T AW N	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AE S K EY D Z	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12595	castaneda	K AA S T AA N EH D AH	K AA S AA N EH R AA Z	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AA S T AA N EH D	0	8	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12677	cauterize	K AO T ER AY Z	K AO S ER AY Z	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AO T ER AY Z	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12688	cavendish	K AE V AH N D IH SH	K AE V AH L	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AE V AH N D IH SH	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12703	cease	S IY S	S AH S ER JH AH N T	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12753	centigrade	S EH N T AH G R EY D	N EH T AH L S AH M	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S EH N T AH G R AE F	0	7	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12813	chameleon	K AH M IY L IY AH N	K AH M IY T ER	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	K AH M IY L IY AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12845	charcuterie	SH AA R K UH T R IY	L AE P ER AE D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	SH AA R K UH T R IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12848	chargeable	CH AA R JH AH B AH L	B OW T IH CH M AH N T	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	CH AE T IH JH	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12854	charlene	SH AA R L IY N	L IH N S	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	SH AA R L IY N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12889	chatty	CH AE T IY	CH EH K IY	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	CH AE T IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12893	chautauqua	SH AH T AO K W AH	M AH Z AA SH AH	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	SH AH T AO K W AH	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12945	chernenko	CH ER N EH NG K OW	CH ER N EH M IH T S	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	CH ER N EH NG K W AA R	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12973	chicagoan	CH IH K AH G OW N	CH IH K ER OW	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	CH IH K AH G OW N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W3_SRC	12981	chiding	CH AY D IH NG	R AY D IH NG	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	CH AY D IH NG	1	NA	0
