item_index	word	rank	target_phonemes	length	zipf_approx	is_word	gate	effective_ventral_weight	effective_dorsal_weight	lexical_confidence	lexical_margin	lexical_density	canonical_full_exact	canonical_full_predicted	canonical_wm_exact	canonical_wm_predicted	canonical_ltm_exact	canonical_ltm_predicted	canonical_fixed05_exact	canonical_fixed05_predicted	freear_full_exact	freear_full_predicted	freear_wm_exact	freear_wm_predicted	freear_ltm_exact	freear_ltm_predicted	freear_fixed05_exact	freear_fixed05_predicted	competence_category	competence_category_freear
326	water	327	W AO T ER	4	0.003058	1	0.5714523196220398	0.5714523196220398	0.4285476803779602	0.8438894748687744	0.2842775583267212	1.3824270963668823	1	W AO T ER	1	W AO T ER	1	W AO T ER	1	W AO T ER	1	W AO T ER	1	W AO T ER	1	W AO T ER	1	W AO T ER	BOTH_CORRECT	BOTH_CORRECT
327	history	328	HH IH S T ER IY	6	0.003049	1	0.5676518678665161	0.5676518678665161	0.4323481321334839	0.8361386060714722	0.31658118963241577	1.3967397212982178	1	HH IH S T ER IY	1	HH IH S T ER IY	1	HH IH S T ER IY	1	HH IH S T ER IY	1	HH IH S T ER IY	1	HH IH S T ER IY	1	HH IH S T ER IY	1	HH IH S T ER IY	BOTH_CORRECT	BOTH_CORRECT
328	pictures	329	P IH K CH ER Z	6	0.00304	1	0.565132200717926	0.565132200717926	0.434867799282074	0.8310088515281677	0.09173852205276489	2.829680919647217	1	P IH K CH ER Z	1	P IH K CH ER Z	1	P IH K CH ER Z	1	P IH K CH ER Z	1	P IH K CH ER Z	1	P IH K CH ER Z	1	P IH K CH ER Z	1	P IH K CH ER Z	BOTH_CORRECT	BOTH_CORRECT
329	size	330	S AY Z	3	0.00303	1	0.5485210418701172	0.5485210418701172	0.4514789581298828	0.7973483800888062	0.16650021076202393	2.278071165084839	1	S AY Z	1	S AY Z	1	S AY Z	1	S AY Z	1	S AY Z	1	S AY Z	1	S AY Z	1	S AY Z	BOTH_CORRECT	BOTH_CORRECT
330	art	331	AA R T	3	0.003021	1	0.5416553616523743	0.5416553616523743	0.45834463834762573	0.78350430727005	0.1105378270149231	3.8503241539001465	1	AA R T	1	AA R T	1	AA R T	1	AA R T	1	AA R T	1	AA R T	1	AA R T	1	AA R T	BOTH_CORRECT	BOTH_CORRECT
331	personal	332	P ER S IH N AH L	7	0.003012	1	0.5754724740982056	0.5754724740982056	0.42452752590179443	0.8521073460578918	0.3040258288383484	1.233373761177063	1	P ER S IH N AH L	1	P ER S IH N AH L	1	P ER S IH N AH L	1	P ER S IH N AH L	1	P ER S IH N AH L	1	P ER S IH N AH L	1	P ER S IH N AH L	1	P ER S IH N AH L	BOTH_CORRECT	BOTH_CORRECT
332	since	333	S IH N S	4	0.003003	1	0.5221924185752869	0.5221924185752869	0.47780758142471313	0.7444140911102295	0.06264925003051758	17.97865104675293	1	S IH N S	1	S IH N S	1	S IH N S	1	S IH N S	1	S IH N S	1	S IH N S	1	S IH N S	1	S IH N S	BOTH_CORRECT	BOTH_CORRECT
333	including	334	IH N K L UW D IH NG	8	0.002994	1	0.5653809309005737	0.5653809309005737	0.43461906909942627	0.831514835357666	0.055928587913513184	4.482885360717773	1	IH N K L UW D IH NG	1	IH N K L UW D IH NG	1	IH N K L UW D IH NG	1	IH N K L UW D IH NG	1	IH N K L UW D IH NG	1	IH N K L UW D IH NG	1	IH N K L UW D IH NG	1	IH N K L UW D IH NG	BOTH_CORRECT	BOTH_CORRECT
334	guide	335	G AY D	3	0.002985	1	0.5765820741653442	0.5765820741653442	0.42341792583465576	0.8543789982795715	0.11318725347518921	1.4083151817321777	1	G AY D	1	G AY D	1	G AY D	1	G AY D	1	G AY D	1	G AY D	1	G AY D	1	G AY D	BOTH_CORRECT	BOTH_CORRECT
335	shop	336	SH AA P	3	0.002976	1	0.5825828313827515	0.5825828313827515	0.41741716861724854	0.8666926026344299	0.12174791097640991	2.174595594406128	1	SH AA P	1	SH AA P	1	SH AA P	1	SH AA P	1	SH AA P	1	SH AA P	1	SH AA P	1	SH AA P	BOTH_CORRECT	BOTH_CORRECT
336	directory	337	D ER EH K T ER IY	7	0.002967	1	0.5576552748680115	0.5576552748680115	0.4423447251319885	0.8158257007598877	0.21667426824569702	1.0915594100952148	1	D ER EH K T ER IY	1	D ER EH K T ER IY	1	D ER EH K T ER IY	1	D ER EH K T ER IY	1	D ER EH K T ER IY	1	D ER EH K T ER IY	1	D ER EH K T ER IY	1	D ER EH K T ER IY	BOTH_CORRECT	BOTH_CORRECT
337	board	338	B AO R D	4	0.002959	1	0.5474129319190979	0.5474129319190979	0.4525870680809021	0.7951115369796753	0.180283784866333	1.728857398033142	1	B AO R D	1	B AO R D	1	B AO R D	1	B AO R D	1	B AO R D	1	B AO R D	1	B AO R D	1	B AO R D	BOTH_CORRECT	BOTH_CORRECT
338	location	339	L OW K EY SH AH N	7	0.00295	1	0.5800408124923706	0.5800408124923706	0.4199591875076294	0.8614705204963684	0.18264108896255493	1.3247979879379272	1	L OW K EY SH AH N	1	L OW K EY SH AH N	1	L OW K EY SH AH N	1	L OW K EY SH AH N	1	L OW K EY SH AH N	1	L OW K EY SH AH N	1	L OW K EY SH AH N	1	L OW K EY SH AH N	BOTH_CORRECT	BOTH_CORRECT
339	change	340	CH EY N JH	4	0.002941	1	0.5713050365447998	0.5713050365447998	0.4286949634552002	0.8435887694358826	0.056065917015075684	4.509631156921387	1	CH EY N JH	1	CH EY N JH	1	CH EY N JH	1	CH EY N JH	1	CH EY N JH	1	CH EY N JH	1	CH EY N JH	1	CH EY N JH	BOTH_CORRECT	BOTH_CORRECT
340	white	341	W AY T	3	0.002933	1	0.5436128377914429	0.5436128377914429	0.45638716220855713	0.7874479293823242	0.13283491134643555	2.0492844581604004	1	W AY T	1	W AY T	1	W AY T	1	W AY T	1	W AY T	1	W AY T	1	W AY T	1	W AY T	BOTH_CORRECT	BOTH_CORRECT
341	text	342	T EH K S T	5	0.002924	1	0.5597715973854065	0.5597715973854065	0.4402284026145935	0.8201175332069397	0.20262151956558228	1.7058231830596924	1	T EH K S T	1	T EH K S T	1	T EH K S T	1	T EH K S T	1	T EH K S T	1	T EH K S T	1	T EH K S T	1	T EH K S T	BOTH_CORRECT	BOTH_CORRECT
342	small	343	S M AO L	4	0.002915	1	0.5522017478942871	0.5522017478942871	0.4477982521057129	0.8047853708267212	0.07138311862945557	3.786637544631958	1	S M AO L	1	S M AO L	1	S M AO L	1	S M AO L	1	S M AO L	1	S M AO L	1	S M AO L	1	S M AO L	BOTH_CORRECT	BOTH_CORRECT
343	rating	344	R EY T IH NG	5	0.002907	1	0.5659446716308594	0.5659446716308594	0.4340553283691406	0.8326621651649475	0.08235496282577515	1.7697396278381348	1	R EY T IH NG	1	R EY T IH NG	1	R EY T IH NG	1	R EY T IH NG	1	R EY T IH NG	1	R EY T IH NG	1	R EY T IH NG	1	R EY T IH NG	BOTH_CORRECT	BOTH_CORRECT
344	rate	345	R EY T	3	0.002899	1	0.5398664474487305	0.5398664474487305	0.46013355255126953	0.7799025177955627	0.028214693069458008	5.153122901916504	1	R EY T	1	R EY T	1	R EY T	1	R EY T	1	R EY T	1	R EY T	1	R EY T	1	R EY T	BOTH_CORRECT	BOTH_CORRECT
345	government	346	G AH V ER M AH N T	8	0.00289	1	0.5751105546951294	0.5751105546951294	0.4248894453048706	0.8513666391372681	0.14975154399871826	2.0465340614318848	1	G AH V ER M AH N T	1	G AH V ER M AH N T	1	G AH V ER M AH N T	1	G AH V ER M AH N T	1	G AH V ER M AH N T	1	G AH V ER M AH N T	1	G AH V ER M AH N T	1	G AH V ER M AH N T	BOTH_CORRECT	BOTH_CORRECT
346	children	347	CH IH L D R AH N	7	0.002882	1	0.5728488564491272	0.5728488564491272	0.4271511435508728	0.8467419743537903	0.13240087032318115	2.296576976776123	1	CH IH L D R AH N	1	CH IH L D R AH N	1	CH IH L D R AH N	1	CH IH L D R AH N	1	CH IH L D R AH N	1	CH IH L D R AH N	1	CH IH L D R AH N	1	CH IH L D R AH N	BOTH_CORRECT	BOTH_CORRECT
347	during	348	D UH R IH NG	5	0.002874	1	0.5810458064079285	0.5810458064079285	0.41895419359207153	0.8635339736938477	0.24429023265838623	1.597024917602539	1	D UH R IH NG	1	D UH R IH NG	1	D UH R IH NG	1	D UH R IH NG	1	D UH R IH NG	1	D UH R IH NG	1	D UH R IH NG	1	D UH R IH NG	BOTH_CORRECT	BOTH_CORRECT
348	usa	349	Y UW EH S EY	5	0.002865	1	0.573590099811554	0.573590099811554	0.42640990018844604	0.8482568860054016	0.40670281648635864	0.9615462422370911	1	Y UW EH S EY	1	Y UW EH S EY	1	Y UW EH S EY	1	Y UW EH S EY	1	Y UW EH S EY	1	Y UW EH S EY	1	Y UW EH S EY	1	Y UW EH S EY	BOTH_CORRECT	BOTH_CORRECT
349	return	350	R IH T ER N	5	0.002857	1	0.5880698561668396	0.5880698561668396	0.4119301438331604	0.8779959678649902	0.17237263917922974	1.7647327184677124	1	R IH T ER N	1	R IH T ER N	1	R IH T ER N	1	R IH T ER N	1	R IH T ER N	1	R IH T ER N	1	R IH T ER N	1	R IH T ER N	BOTH_CORRECT	BOTH_CORRECT
350	students	351	S T UW D AH N T S	8	0.002849	1	0.5856881141662598	0.5856881141662598	0.41431188583374023	0.8730841875076294	0.11751610040664673	2.4995903968811035	1	S T UW D AH N T S	1	S T UW D AH N T S	1	S T UW D AH N T S	1	S T UW D AH N T S	1	S T UW D AH N T S	1	S T UW D AH N T S	1	S T UW D AH N T S	1	S T UW D AH N T S	BOTH_CORRECT	BOTH_CORRECT
351	v	352	V IY	2	0.002841	1	0.5417748689651489	0.5417748689651489	0.4582251310348511	0.7837449312210083	0.2748751640319824	1.1584053039550781	1	V IY	1	V IY	1	V IY	1	V IY	1	V IY	1	V IY	1	V IY	1	V IY	BOTH_CORRECT	BOTH_CORRECT
352	shopping	353	SH AA P IH NG	5	0.002833	1	0.5561297535896301	0.5561297535896301	0.4438702464103699	0.8127346038818359	0.1325833797454834	2.1811962127685547	1	SH AA P IH NG	1	SH AA P IH NG	1	SH AA P IH NG	1	SH AA P IH NG	1	SH AA P IH NG	1	SH AA P IH NG	1	SH AA P IH NG	1	SH AA P IH NG	BOTH_CORRECT	BOTH_CORRECT
353	account	354	AH K AW N T	5	0.002825	1	0.5475930571556091	0.5475930571556091	0.45240694284439087	0.7954751253128052	0.043291568756103516	2.6571109294891357	1	AH K AW N T	1	AH K AW N T	1	AH K AW N T	1	AH K AW N T	1	AH K AW N T	1	AH K AW N T	1	AH K AW N T	1	AH K AW N T	BOTH_CORRECT	BOTH_CORRECT
354	times	355	T AY M Z	4	0.002817	1	0.5580177903175354	0.5580177903175354	0.4419822096824646	0.8165605664253235	0.15694665908813477	2.813319683074951	1	T AY M Z	1	T AY M Z	1	T AY M Z	1	T AY M Z	1	T AY M Z	1	T AY M Z	1	T AY M Z	1	T AY M Z	BOTH_CORRECT	BOTH_CORRECT
355	sites	356	S AY T S	4	0.002809	1	0.5742028951644897	0.5742028951644897	0.42579710483551025	0.8495098948478699	0.15010946989059448	1.4145784378051758	1	S AY T S	1	S AY T S	1	S AY T S	1	S AY T S	1	S AY T S	1	S AY T S	1	S AY T S	1	S AY T S	BOTH_CORRECT	BOTH_CORRECT
356	level	357	L EH V AH L	5	0.002801	1	0.5856541395187378	0.5856541395187378	0.4143458604812622	0.8730142116546631	0.08974647521972656	1.6880251169204712	1	L EH V AH L	1	L EH V AH L	1	L EH V AH L	1	L EH V AH L	1	L EH V AH L	1	L EH V AH L	1	L EH V AH L	1	L EH V AH L	BOTH_CORRECT	BOTH_CORRECT
357	digital	358	D IH JH AH T AH L	7	0.002793	1	0.5589022636413574	0.5589022636413574	0.4410977363586426	0.818354070186615	0.2823936343193054	1.4601088762283325	1	D IH JH AH T AH L	1	D IH JH AH T AH L	1	D IH JH AH T AH L	1	D IH JH AH T AH L	1	D IH JH AH T AH L	1	D IH JH AH T AH L	1	D IH JH AH T AH L	1	D IH JH AH T AH L	BOTH_CORRECT	BOTH_CORRECT
358	profile	359	P R OW F AY L	6	0.002786	1	0.5677725076675415	0.5677725076675415	0.4322274923324585	0.8363842964172363	0.2923430800437927	0.9979239106178284	1	P R OW F AY L	1	P R OW F AY L	1	P R OW F AY L	1	P R OW F AY L	1	P R OW F AY L	1	P R OW F AY L	1	P R OW F AY L	1	P R OW F AY L	BOTH_CORRECT	BOTH_CORRECT
359	previous	360	P R IY V IY AH S	7	0.002778	1	0.5513938069343567	0.5513938069343567	0.4486061930656433	0.8031519651412964	0.1795712113380432	3.010246753692627	1	P R IY V IY AH S	1	P R IY V IY AH S	1	P R IY V IY AH S	1	P R IY V IY AH S	1	P R IY V IY AH S	1	P R IY V IY AH S	1	P R IY V IY AH S	1	P R IY V IY AH S	BOTH_CORRECT	BOTH_CORRECT
360	form	361	F AO R M	4	0.00277	1	0.5536078214645386	0.5536078214645386	0.4463921785354614	0.8076293468475342	0.08371710777282715	2.8840672969818115	1	F AO R M	1	F AO R M	1	F AO R M	1	F AO R M	1	F AO R M	1	F AO R M	1	F AO R M	1	F AO R M	BOTH_CORRECT	BOTH_CORRECT
361	events	362	IH V EH N T S	6	0.002762	1	0.5703572630882263	0.5703572630882263	0.4296427369117737	0.8416544198989868	0.12222015857696533	1.6631860733032227	1	IH V EH N T S	1	IH V EH N T S	1	IH V EH N T S	1	IH V EH N T S	1	IH V EH N T S	1	IH V EH N T S	1	IH V EH N T S	1	IH V EH N T S	BOTH_CORRECT	BOTH_CORRECT
362	love	363	L AH V	3	0.002755	1	0.5520817637443542	0.5520817637443542	0.44791823625564575	0.8045427203178406	0.14574557542800903	3.869565963745117	1	L AH V	1	L AH V	1	L AH V	1	L AH V	1	L AH V	1	L AH V	1	L AH V	1	L AH V	BOTH_CORRECT	BOTH_CORRECT
363	old	364	OW L D	3	0.002747	1	0.5353842973709106	0.5353842973709106	0.46461570262908936	0.7708871364593506	0.24225562810897827	2.2353951930999756	1	OW L D	1	OW L D	0	L AO D	1	OW L D	1	OW L D	1	OW L D	0	L AO D	1	OW L D	WM_ONLY_CORRECT	WM_ONLY_CORRECT
364	john	365	JH AA N	3	0.00274	1	0.5274417996406555	0.5274417996406555	0.4725582003593445	0.7549387216567993	0.12192094326019287	10.066323280334473	1	JH AA N	1	JH AA N	1	JH AA N	1	JH AA N	1	JH AA N	1	JH AA N	1	JH AA N	1	JH AA N	BOTH_CORRECT	BOTH_CORRECT
365	main	366	M EY N	3	0.002732	1	0.5311728119850159	0.5311728119850159	0.46882718801498413	0.7624266147613525	0.2782887816429138	1.8234866857528687	1	M EY N	1	M EY N	1	M EY N	1	M EY N	1	M EY N	1	M EY N	1	M EY N	1	M EY N	BOTH_CORRECT	BOTH_CORRECT
366	call	367	K AO L	3	0.002725	1	0.5381267070770264	0.5381267070770264	0.46187329292297363	0.7764018177986145	0.07796376943588257	5.1080217361450195	1	K AO L	1	K AO L	1	K AO L	1	K AO L	1	K AO L	1	K AO L	1	K AO L	1	K AO L	BOTH_CORRECT	BOTH_CORRECT
367	hours	368	AW ER Z	3	0.002717	1	0.5645682215690613	0.5645682215690613	0.4354317784309387	0.8298616409301758	0.1391785740852356	2.8509955406188965	1	AW ER Z	1	AW ER Z	1	AW ER Z	1	AW ER Z	1	AW ER Z	1	AW ER Z	1	AW ER Z	1	AW ER Z	BOTH_CORRECT	BOTH_CORRECT
368	image	369	IH M AH JH	4	0.00271	1	0.5628490447998047	0.5628490447998047	0.4371509552001953	0.8263664245605469	0.1759110689163208	1.5464754104614258	1	IH M AH JH	1	IH M AH JH	1	IH M AH JH	1	IH M AH JH	1	IH M AH JH	1	IH M AH JH	1	IH M AH JH	1	IH M AH JH	BOTH_CORRECT	BOTH_CORRECT
369	title	370	T AY T AH L	5	0.002703	1	0.5706369876861572	0.5706369876861572	0.4293630123138428	0.8422252535820007	0.12735587358474731	1.8108572959899902	1	T AY T AH L	1	T AY T AH L	1	T AY T AH L	1	T AY T AH L	1	T AY T AH L	1	T AY T AH L	1	T AY T AH L	1	T AY T AH L	BOTH_CORRECT	BOTH_CORRECT
370	non	371	N AA N	3	0.002695	1	0.5303094387054443	0.5303094387054443	0.46969056129455566	0.7606933116912842	0.28971415758132935	2.4259045124053955	1	N AA N	1	N AA N	1	N AA N	1	N AA N	1	N AA N	1	N AA N	1	N AA N	1	N AA N	BOTH_CORRECT	BOTH_CORRECT
371	k	372	K EY	2	0.002688	1	0.5176340341567993	0.5176340341567993	0.4823659658432007	0.7352826595306396	0.1314314603805542	2.511697769165039	1	K EY	1	K EY	1	K EY	1	K EY	1	K EY	1	K EY	1	K EY	1	K EY	BOTH_CORRECT	BOTH_CORRECT
372	y	373	W AY	2	0.002681	1	0.5115083456039429	0.5115083456039429	0.48849165439605713	0.7230207324028015	0.2248235046863556	2.1738297939300537	1	W AY	1	W AY	1	W AY	1	W AY	1	W AY	1	W AY	1	W AY	1	W AY	BOTH_CORRECT	BOTH_CORRECT
373	insurance	374	IH N SH UH R AH N S	8	0.002674	1	0.56683748960495	0.56683748960495	0.43316251039505005	0.834479808807373	0.24845147132873535	1.401067852973938	1	IH N SH UH R AH N S	1	IH N SH UH R AH N S	1	IH N SH UH R AH N S	1	IH N SH UH R AH N S	1	IH N SH UH R AH N S	1	IH N SH UH R AH N S	1	IH N SH UH R AH N S	1	IH N SH UH R AH N S	BOTH_CORRECT	BOTH_CORRECT
374	another	375	AH N AH DH ER	5	0.002667	1	0.5783082246780396	0.5783082246780396	0.42169177532196045	0.8579161763191223	0.11146020889282227	2.623904228210449	1	AH N AH DH ER	1	AH N AH DH ER	1	AH N AH DH ER	1	AH N AH DH ER	1	AH N AH DH ER	1	AH N AH DH ER	1	AH N AH DH ER	1	AH N AH DH ER	BOTH_CORRECT	BOTH_CORRECT
375	why	376	W AY	2	0.00266	1	0.5115083456039429	0.5115083456039429	0.48849165439605713	0.7230207324028015	0.2248235046863556	2.1738297939300537	1	W AY	1	W AY	1	W AY	1	W AY	1	W AY	1	W AY	1	W AY	1	W AY	BOTH_CORRECT	BOTH_CORRECT
376	shall	377	SH AE L	3	0.002653	1	0.5707281231880188	0.5707281231880188	0.4292718768119812	0.8424112200737	0.3206627368927002	1.113152265548706	1	SH AE L	1	SH AE L	1	SH AE L	1	SH AE L	1	SH AE L	1	SH AE L	1	SH AE L	1	SH AE L	BOTH_CORRECT	BOTH_CORRECT
377	property	378	P R AA P ER T IY	7	0.002646	1	0.5748528242111206	0.5748528242111206	0.4251471757888794	0.8508393168449402	0.17896044254302979	1.3420863151550293	1	P R AA P ER T IY	1	P R AA P ER T IY	1	P R AA P ER T IY	1	P R AA P ER T IY	1	P R AA P ER T IY	1	P R AA P ER T IY	1	P R AA P ER T IY	1	P R AA P ER T IY	BOTH_CORRECT	BOTH_CORRECT
378	class	379	K L AE S	4	0.002639	1	0.5349119305610657	0.5349119305610657	0.4650880694389343	0.7699376940727234	0.11491364240646362	2.310751438140869	1	K L AE S	1	K L AE S	1	K L AE S	1	K L AE S	1	K L AE S	1	K L AE S	1	K L AE S	1	K L AE S	BOTH_CORRECT	BOTH_CORRECT
379	cd	380	S IY D IY	4	0.002632	1	0.5714597702026367	0.5714597702026367	0.4285402297973633	0.8439046740531921	0.1305224895477295	2.3723998069763184	1	S IY D IY	1	S IY D IY	1	S IY D IY	1	S IY D IY	1	S IY D IY	1	S IY D IY	1	S IY D IY	1	S IY D IY	BOTH_CORRECT	BOTH_CORRECT
380	still	381	S T IH L	4	0.002625	1	0.56798255443573	0.56798255443573	0.43201744556427	0.8368123769760132	0.13589602708816528	6.961779594421387	1	S T IH L	1	S T IH L	1	S T IH L	1	S T IH L	1	S T IH L	1	S T IH L	1	S T IH L	1	S T IH L	BOTH_CORRECT	BOTH_CORRECT
381	money	382	M AH N IY	4	0.002618	1	0.5805397033691406	0.5805397033691406	0.4194602966308594	0.8624946475028992	0.11724036931991577	2.53538179397583	1	M AH N IY	1	M AH N IY	1	M AH N IY	1	M AH N IY	1	M AH N IY	1	M AH N IY	1	M AH N IY	1	M AH N IY	BOTH_CORRECT	BOTH_CORRECT
382	quality	383	K W AA L AH T IY	7	0.002611	1	0.566851019859314	0.566851019859314	0.43314898014068604	0.8345072865486145	0.23172271251678467	1.3912594318389893	1	K W AA L AH T IY	1	K W AA L AH T IY	1	K W AA L AH T IY	1	K W AA L AH T IY	1	K W AA L AH T IY	1	K W AA L AH T IY	1	K W AA L AH T IY	1	K W AA L AH T IY	BOTH_CORRECT	BOTH_CORRECT
383	every	384	EH V ER IY	4	0.002604	1	0.5606476068496704	0.5606476068496704	0.4393523931503296	0.8218953609466553	0.18302017450332642	3.8922462463378906	1	EH V ER IY	1	EH V ER IY	1	EH V ER IY	1	EH V ER IY	1	EH V ER IY	1	EH V ER IY	1	EH V ER IY	1	EH V ER IY	BOTH_CORRECT	BOTH_CORRECT
384	listing	385	L IH S T IH NG	6	0.002597	1	0.5656591653823853	0.5656591653823853	0.43434083461761475	0.832081139087677	0.16879600286483765	1.4536536931991577	1	L IH S T IH NG	1	L IH S T IH NG	1	L IH S T IH NG	1	L IH S T IH NG	1	L IH S T IH NG	1	L IH S T IH NG	1	L IH S T IH NG	1	L IH S T IH NG	BOTH_CORRECT	BOTH_CORRECT
385	content	386	K AA N T EH N T	7	0.002591	1	0.5710312724113464	0.5710312724113464	0.42896872758865356	0.8430300354957581	0.28221964836120605	1.2941299676895142	1	K AA N T EH N T	1	K AA N T EH N T	1	K AA N T EH N T	1	K AA N T EH N T	1	K AA N T EH N T	1	K AA N T EH N T	1	K AA N T EH N T	1	K AA N T EH N T	BOTH_CORRECT	BOTH_CORRECT
386	country	387	K AH N T R IY	6	0.002584	1	0.5612965822219849	0.5612965822219849	0.43870341777801514	0.8232128620147705	0.09271597862243652	3.4037835597991943	1	K AH N T R IY	1	K AH N T R IY	1	K AH N T R IY	1	K AH N T R IY	1	K AH N T R IY	1	K AH N T R IY	1	K AH N T R IY	1	K AH N T R IY	BOTH_CORRECT	BOTH_CORRECT
387	private	388	P R AY V AH T	6	0.002577	1	0.5591679811477661	0.5591679811477661	0.4408320188522339	0.8188929557800293	0.28648197650909424	1.6379330158233643	1	P R AY V AH T	1	P R AY V AH T	1	P R AY V AH T	1	P R AY V AH T	1	P R AY V AH T	1	P R AY V AH T	1	P R AY V AH T	1	P R AY V AH T	BOTH_CORRECT	BOTH_CORRECT
388	little	389	L IH T AH L	5	0.002571	1	0.5630670785903931	0.5630670785903931	0.43693292140960693	0.8268095254898071	0.17345201969146729	5.345071792602539	1	L IH T AH L	1	L IH T AH L	1	L IH T AH L	1	L IH T AH L	1	L IH T AH L	1	L IH T AH L	1	L IH T AH L	1	L IH T AH L	BOTH_CORRECT	BOTH_CORRECT
389	visit	390	V IH Z IH T	5	0.002564	1	0.5816249251365662	0.5816249251365662	0.41837507486343384	0.8647237420082092	0.13671183586120605	2.0327842235565186	1	V IH Z IH T	1	V IH Z IH T	1	V IH Z IH T	1	V IH Z IH T	1	V IH Z IH T	1	V IH Z IH T	1	V IH Z IH T	1	V IH Z IH T	BOTH_CORRECT	BOTH_CORRECT
390	save	391	S EY V	3	0.002558	1	0.5564360618591309	0.5564360618591309	0.44356393814086914	0.8133551478385925	0.12391388416290283	1.936559796333313	1	S EY V	1	S EY V	1	S EY V	1	S EY V	1	S EY V	1	S EY V	1	S EY V	1	S EY V	BOTH_CORRECT	BOTH_CORRECT
391	tools	392	T UW L Z	4	0.002551	1	0.5757788419723511	0.5757788419723511	0.4242211580276489	0.8527342677116394	0.13812386989593506	1.4311504364013672	1	T UW L Z	1	T UW L Z	1	T UW L Z	1	T UW L Z	1	T UW L Z	1	T UW L Z	1	T UW L Z	1	T UW L Z	BOTH_CORRECT	BOTH_CORRECT
392	low	393	L OW	2	0.002545	1	0.5134011507034302	0.5134011507034302	0.4865988492965698	0.7268087267875671	0.10380005836486816	11.459187507629395	1	L OW	1	L OW	1	L OW	1	L OW	1	L OW	1	L OW	1	L OW	1	L OW	BOTH_CORRECT	BOTH_CORRECT
393	reply	394	R IH P L AY	5	0.002538	1	0.5389425754547119	0.5389425754547119	0.4610574245452881	0.7780432105064392	0.14527016878128052	2.2162697315216064	1	R IH P L AY	1	R IH P L AY	1	R IH P L AY	1	R IH P L AY	1	R IH P L AY	1	R IH P L AY	1	R IH P L AY	1	R IH P L AY	BOTH_CORRECT	BOTH_CORRECT
394	customer	395	K AH S T AH M ER	7	0.002532	1	0.568191647529602	0.568191647529602	0.43180835247039795	0.8372384905815125	0.11914801597595215	1.5882549285888672	1	K AH S T AH M ER	1	K AH S T AH M ER	1	K AH S T AH M ER	1	K AH S T AH M ER	1	K AH S T AH M ER	1	K AH S T AH M ER	1	K AH S T AH M ER	1	K AH S T AH M ER	BOTH_CORRECT	BOTH_CORRECT
395	december	396	D IH S EH M B ER	7	0.002525	1	0.5350437164306641	0.5350437164306641	0.46495628356933594	0.7702025175094604	0.0063724517822265625	10.513893127441406	1	D IH S EH M B ER	1	D IH S EH M B ER	1	D IH S EH M B ER	1	D IH S EH M B ER	1	D IH S EH M B ER	1	D IH S EH M B ER	1	D IH S EH M B ER	1	D IH S EH M B ER	BOTH_CORRECT	BOTH_CORRECT
396	compare	397	K AH M P EH R	6	0.002519	1	0.5530697703361511	0.5530697703361511	0.4469302296638489	0.8065407872200012	0.17277073860168457	1.562636137008667	1	K AH M P EH R	1	K AH M P EH R	1	K AH M P EH R	1	K AH M P EH R	1	K AH M P EH R	1	K AH M P EH R	1	K AH M P EH R	1	K AH M P EH R	BOTH_CORRECT	BOTH_CORRECT
397	movies	398	M UW V IY Z	5	0.002513	1	0.5831956267356873	0.5831956267356873	0.41680437326431274	0.8679528832435608	0.08056145906448364	2.656641960144043	1	M UW V IY Z	1	M UW V IY Z	1	M UW V IY Z	1	M UW V IY Z	1	M UW V IY Z	1	M UW V IY Z	1	M UW V IY Z	1	M UW V IY Z	BOTH_CORRECT	BOTH_CORRECT
398	include	399	IH N K L UW D	6	0.002506	1	0.5670883655548096	0.5670883655548096	0.43291163444519043	0.8349906802177429	0.06433695554733276	3.4151384830474854	1	IH N K L UW D	1	IH N K L UW D	1	IH N K L UW D	1	IH N K L UW D	1	IH N K L UW D	1	IH N K L UW D	1	IH N K L UW D	1	IH N K L UW D	BOTH_CORRECT	BOTH_CORRECT
399	college	400	K AA L IH JH	5	0.0025	1	0.5720731616020203	0.5720731616020203	0.42792683839797974	0.8451573252677917	0.1587691307067871	2.285792827606201	1	K AA L IH JH	1	K AA L IH JH	1	K AA L IH JH	1	K AA L IH JH	1	K AA L IH JH	1	K AA L IH JH	1	K AA L IH JH	1	K AA L IH JH	BOTH_CORRECT	BOTH_CORRECT
